sentence1,sentence2,label,,,,
"i just  i feel so awful it's hard to explain i have had problems since i was quite young, but i've never told anyone to get it off my chest over the years, this feeling has become unbearably painful, and i would love to talk to someone before i feel like it's too late thank you",my struggle is feeling lonely and like a screw up,1,,,,
Relationship makes me feel angry,can I hide a pregnancy from my mom?,0,,,,
"I just broke down in tears while working, nice, three more hours to go..",Haven't seen my dad in 3 years after a traumatic experience. Seeing him in 2 weeks. Scared but kinda excited?,0,,,,
my dad is forcing me to choose sides between him and my sister,family issues,1,,,,
"i feel overcome by college class work and exams, thinking about my future and working towards it",i think i was raised by a narcissist and i feel bad for being angry.,0,,,,
relationship,my boyfriend feels numb towards me,0,,,,
i need attention,i always feel bad about myself and if i put my mind to something it barely happens and i feel like i can't talk to anyone even my family and i always feel like i am not good enough or to much of this and that i just have barely enough confidence left in me.,0,,,,
When your boss says I don't care more than any other phrase...,"I feel like there's something wrong with me, I do so much for him but doesn't show exactly the same back. Not on an emotional level but physically and maybe sexually as well.",0,,,,
I feel like my gf is mad at me,"Im tired, I havent been in civilisation for a month, Im in the army, I need company.",0,,,,
guys,i talk a girl sexual language,0,,,,
I just want some dating advice,I just need some dating advice,1,,,,
my something makes me feel,my relationship makes me feel sad all the time and happy sometimes but the happiness just lasts for like 10 seconds,1,,,,
"anxious, thoughts, struggling to cope with life, scared",lycra,0,,,,
lonely,loneliness,1,,,,
"i hate that deeply rooted emotional trauma makes everything so difficult, whether it's loving someone, being the person you want to be, anything. it just sucks.","He's never there, he's never listening, he doesn't care…",0,,,,
letting go after divorce,breakups,1,,,,
My boyfriend hurts me so much…,This depression is just getting worse... I feel no hope...,0,,,,
"I love my boyfriend, soon to be husband. I just don't think he's happy with me anynore .","I tried to quit smoking, for 7 months, days after days, promises after promises.",0,,,,
"Here’s my issue. I really like this girl and I want to ask her out but when I get nervous I talk at about 100000 words per minute and people will commonly say what or repeat yourself and if I build up the nerve to ask, I just feel like me repeating myself because sin sluring my words or talking too fast defeats the romantic part about it! Any suggestions??","I thought my depression couldn't get any worse, but with more bad news coming my way, I feel like I'm drowning :/",0,,,,
Can someone figure out my sexuality for me because I can't,I have trichotillomania and I've never told anyone :/,0,,,,
role play for ever!!!!! uwu,shadows,0,,,,
friends,other,0,,,,
funny show dicks 9 years old,pregnancy?,1,,,,
Sometimes being a military wife sucks!,3 years ago I was diagnosed after 5 years of anorexia. My friends and family think I've moved past this but I really haven't.,0,,,,
"I'm not suicidal. I'm not capable of doing such an act on myself but if a bus is driving right at me, I wouldn't run.",3 years ago I was diagnosed after 5 years of anorexia. My friends and family think I've moved past this but I really haven't.,0,,,,
feeling worthless,just feeling down,1,,,,
I think I may have postpartum depression. I'm scared to ask for help because I'm afraid someone will take my baby.,Family makes me feel restricted pressured,0,,,,
I'm worried about losing my job,My finance is looking pretty crappy right now!,0,,,,
strict parents,mother in law,0,,,,
My something makes me feel,My stress makes me feel,1,,,,
i don't know where i stand in my relationship,reattracting an ex girlfriend,0,,,,
family,relationship,1,,,,
business,economy,1,,,,
I'm addicted to pornography but I'm getting better. Any tips for staying clear from the thought of it?,"The abuse I'm going through is beginning to be unbareable, but I've got 1 more year until I can leave. No one helped me when I spoke up about it 4 years ago, no one will help me now.",0,,,,
my family really doesnt care about me I think.,So nervous for school it's starting tomorrow,0,,,,
Haven't seen my dad in 3 years after a traumatic experience. Seeing him in 2 weeks. Scared but kinda excited?,I'm a fucking veteran and got treated like shit by a fucking city cop? what the fuck I come home for!,0,,,,
I don't feel like she loves me as much as she says she does,My dad is racist,0,,,,
Why so girls have such a strong ego of not telling guys of their feeling for them,Days just get lonelier with no relief.,0,,,,
awkard,sobriety,0,,,,
depression and loneliness,"my life makes me feel miserable, life sucks",0,,,,
"i went through trauma and i’m unhappy with my relationships, work, school and overall my life",my life makes me feel,0,,,,
work,daily,0,,,,
college,relationships problem with my fiance,0,,,,
my parents think i dont care but i really do,"hi, legal issues & work related",0,,,,
gay men,im terrified of going to hell for some reason,0,,,,
"Whenever he walks into the room, I get horny... why?","I'm curious to explore my homosexuality, I don't know how i'm gonna react to it. So yes, i'm looking for 29+ woman.",0,,,,
hi how are you,the quarantine is really starting to get to me and i have out on 10 pounds since it started and weight has always been a struggle for me,0,,,,
"I feel like there's something wrong with me, I do so much for him but doesn't show exactly the same back. Not on an emotional level but physically and maybe sexually as well.",I'm a fucking veteran and got treated like shit by a fucking city cop? what the fuck I come home for!,0,,,,
I think I may have postpartum depression. I'm scared to ask for help because I'm afraid someone will take my baby.,Wish to tell him about my grief very soon,0,,,,
"I feel like I'm being deceived in some way by someone I just began dating, it's making me anxious but I can't explain why as this person doesn't really have a significant impact on my life yet","Depression is a shadow that lurks behind me. When I step into light, it may fade, but it will always be there.",0,,,,
"Whenever he walks into the room, I get horny... why?",Will I be a good mom?,0,,,,
